PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos
26568,Never knew I could live this long without sex! Guess what! Its totally possible! You wont die!! LOL 4 months and counting.,knew live long sex guess totally wont die lol months counting ,1,today didn told wanted made,0.7,P+,0.1,AGREEMENT,23,4,16
92882,"Awesome. Fucktard called me an hour ago saying he was on his way home, then text 15 mins later that he was pulled over. Why? B/c he went to the next town to get ciggs, KNOWING they always have TONS of cops out at night.",awesome fucktard called hour ago home text mins pulled town ciggs knowing tons cops night ,1,today didn told wanted made,0.8,P+,0,AGREEMENT,2,44,6
260889,"DH just said he decided TODAY that he's not getting anyone any Christmas presents. I knew I was gonna get screwed again this year, didn't get so much as a happy birthday from him this year either. FML",dh decided today christmas presents knew gonna screwed year didn happy birthday year fml ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,2,44,6
102367,Signed the divorce petition yesterday. Cried the whole time because I didn't want to. But I know I'm making the right decision.,signed divorce petition yesterday cried time didn making decision ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,0,10,1
102365,"I will never understand buying gifts on Jesus' birthday. How is it relevant? I love the tree, decorating, cooking, baking, spending time with family but why do we feel compelled to stress out and spend way too much $?",understand buying gifts jesus birthday relevant love tree decorating cooking baking spending time family feel compelled stress spend ,1,today didn told wanted made,-0.25,N,0.7,DISAGREEMENT,5,1,7
136858,"Silly me. I thought just because we didn't fight too much yesterday, we would have a good day today. Back to reality :(",silly thought didn fight yesterday good day today back reality ,1,today didn told wanted made,-0.67,N+,0.09,AGREEMENT,14,0,1
157241,hahhahaa stepdaughter that recently said she's never liked me slipped up this morning and called me Momma again! lmao !!!! STUPID,hahhahaa stepdaughter recently slipped morning called momma lmao stupid ,1,today didn told wanted made,0,NEU,0.6,DISAGREEMENT,0,9,1
52465,"Omg...I'm becoming a SM addict! was up until 4 am reading confessions! Now, back again! It's awesome to know I'm not the only one who is married to a jackass!",omg sm addict reading confessions back awesome married jackass ,1,today didn told wanted made,0.8,P+,0,AGREEMENT,29,4,6
183417,"DD9 just told me something scary,I mean it was absolutely terrifying.The kind of thing nightmares are made of.I almost cried.She says ""mom there's only 18 days of school left""",dd told scary absolutely terrifying kind thing nightmares made cried mom days school left ,1,today didn told wanted made,-0.7,N+,0.11,AGREEMENT,1,2,0
132669,Oh! Hello Aunt Flo! Wasn't expecting you for another week! Nice of you to pop in unexpectedly!,aunt flo wasn expecting week nice pop unexpectedly ,1,today didn told wanted made,N,N,N,N,3,9,2
53732,i had to turn off the today show. star jones is a complete moron. i'd rather listen to my toilet gurgle than listen to her opinion on ANYTHING,turn today show star jones complete moron listen toilet gurgle listen opinion ,1,today didn told wanted made,-0.2,NEU,0.8,DISAGREEMENT,6,3,35
205395,cleaned out me DS piggy bank yesterday. Damn kid had $89 bucks in there! I thought about taking it and buying me some new shoes... Its not like he would miss it. He is bearly evey 2 years old!,cleaned ds piggy bank yesterday damn kid bucks thought taking buying shoes miss bearly evey years ,1,today didn told wanted made,-0.8,N+,0.2,AGREEMENT,6,1,12
205398,I feel sick he called me a fucking bitch i left a bruise I could die,feel sick called fucking bitch left bruise die ,1,today didn told wanted made,-0.75,N+,0.17,AGREEMENT,9,0,4
131312,6yo DD told me she's glad I'm such a good mommy! I'm so happy. I didn't really think I'm that good a mommy. I'm a non-attachment-please-go-be-in-THERE type mom. But I do love them more than anything! Best brats ever!,yo dd told glad good mommy happy didn good mommy attachment type mom love brats ,1,today didn told wanted made,0.73,P+,0.11,AGREEMENT,3,1,27
49562,Bf didn't lie to me! I'm so relieved!,bf didn lie relieved ,1,today didn told wanted made,0.6,P,0,AGREEMENT,0,23,4
203949,Card got declined. Had to leave cart at store. DH is beyond embarrassed. SUCKS. DDs birth is in 6 days. We're not ready! We need things! I hope the hospital gives us a lot of stuff. I need kotex pads!,card declined leave cart store dh embarrassed sucks dds birth days ready things hope hospital lot stuff kotex pads ,1,today didn told wanted made,N,N,N,N,0,2,7
135944,http://www.scarymommy.com/confessional-rules/,http www scarymommy confessional rules ,1,today didn told wanted made,N,N,N,N,3,1,6
170914,What I want to do is buy you the house and everything else youäó»ve always wanted and then lose my job. Let you fly a little too close to the sun. I truly hate him. We weren't even talking about buying anything. Jackass!,buy house ve wanted lose job fly close sun hate weren talking buying jackass ,1,today didn told wanted made,-0.43,N,0.62,DISAGREEMENT,1,8,21
170916,My DH does all the grocery shopping. I'm so grateful.,dh grocery shopping grateful ,1,today didn told wanted made,0.6,P,0,AGREEMENT,2,0,1
204443,i didn't know people could share my confessions on fb or twitter...omg i would die if i read one of my own post outside of sm o_O,didn people share confessions fb twitter omg die read post sm ,1,today didn told wanted made,-1,N+,0,AGREEMENT,1,3,13
38560,"Confession: I use the library to get internet to look for jobs. I have no computer, no cell phone, no ipod, and I don't get any gov't help either, so I also don't have food.",confession library internet jobs computer cell phone ipod don gov don food ,1,today didn told wanted made,0.1,NEU,0.7,DISAGREEMENT,1,13,23
252436,I bumped and dented a car in the parking lot because I'm an idiot & I left for another parking spot because it was dark and no one saw me and I was buzzed. :-( I'm sorry I didn't leave a note.,bumped dented car parking lot idiot left parking spot dark buzzed didn leave note ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,1,13,23
175244,"DH if you bring home a new truck that we can not afford today, you'll be sleeping in it.",dh bring home truck afford today ll sleeping ,1,today didn told wanted made,N,N,N,N,10,0,0
123944,I'm feeling rather helpless in the personal grooming dept. since I began to show. I can't reach my hoo ha to shave it or wash it very well. It's just a struggle!,feeling helpless personal grooming dept began show reach hoo ha shave wash struggle ,1,today didn told wanted made,-0.6,N+,0.2,AGREEMENT,42,3,37
117050,A fucking vibrator app? I'm on that shit! Whaaaat? Insane..download faster,fucking vibrator app shit whaaaat insane download faster ,1,today didn told wanted made,-0.67,N+,0.19,AGREEMENT,4,15,0
83631,Stopped at the grocery store today ONLY because I saw the firetruck in the parking lot. They shop at the one by my house. Mommy needed a little eye candy!,stopped grocery store today firetruck parking lot shop house mommy needed eye candy ,1,today didn told wanted made,0.6,P,0,AGREEMENT,1,4,0
272804,"Just had to sell my diamond earrings and necklace set DH bought me when we were dating to keep the car from being repoed. Never had money for an engagement ring so they were kind of my ""special"" jewelry. I feel heartbroken.",sell diamond earrings necklace set dh bought dating car repoed money engagement ring kind special jewelry feel heartbroken ,1,today didn told wanted made,0.8,P+,0,AGREEMENT,1,4,0
44918,Ex left a message on answer machine 'Slag. Get xxxxxx to call me. I hope you are 6 feet under tomorrow'. Nice! We've been divorced over 8 years. GET OVER IT!!,left message answer machine slag xxxxxx call hope feet tomorrow nice ve divorced years ,1,today didn told wanted made,0.6,P,0,AGREEMENT,0,13,13
226505,"Leaving tomorrow for a family wedding in Vegas and while packing today, DD 2.5 caught me raiding her banks for quarters...Mommy's doing this all on her own and is broke but needs some gambling $$...I SUCK!!!!!",leaving tomorrow family wedding vegas packing today dd caught raiding banks quarters mommy broke gambling suck ,1,today didn told wanted made,N,N,N,N,4,0,12
213181,I made an okcupid account so that I could get an ego boost from getting lots of messages from guys. I only got a handful of messages. Ouch.,made okcupid account ego boost lots messages guys handful messages ouch ,1,today didn told wanted made,N,N,N,N,3,4,47
120628,"Next time you talk ur shit to stir the pot, leave dh out of it. Quit makin shit up! What was it the fact u needed to tell everyone we bought smoke from you? Shit just say that, it's still interesting and truthful",time talk ur shit stir pot leave dh quit makin shit fact needed bought smoke shit interesting truthful ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,0,22,6
120627,"I'm surprised by the number of people who have taken their Christmas stuff down already. Christmas Day is the 1st of the 12 days of Christmas, not the last.",surprised number people christmas stuff christmas day st days christmas ,1,today didn told wanted made,N,N,N,N,6,1,9
121979,Im a lurker and confess I love reading all the original old school regs on MB.,im lurker confess love reading original school regs mb ,1,today didn told wanted made,0.8,P+,0,AGREEMENT,0,20,2
148426,"I don't like the earrings and heart necklace DH gave me for Valentines Day. They look like something a teenager would wear, not a woman in her 50s. The set cost $300 and I want to return it and get something more suitable.",don earrings heart necklace dh gave valentines day teenager wear woman set cost return suitable ,1,today didn told wanted made,0,NEU,0.6,DISAGREEMENT,0,21,0
260317,"DH gave me my ""secret"" Xmas gift today--a pair of vagina balls. They jiggle making them the best toy ever. Xmas balls will now always have a special meaning to me!",dh gave secret xmas gift today pair vagina balls jiggle making toy xmas balls special meaning ,1,today didn told wanted made,0.7,P+,0.1,AGREEMENT,0,21,0
292987,"I am so embarrassed. I got busted at the market for mis-pricing my bulk items. I did it on purpose. I could afford the regular price. The clerk didn't call security, but if she had, I would have been totally guilty.",embarrassed busted market mis pricing bulk items purpose afford regular price clerk didn call security totally guilty ,1,today didn told wanted made,-0.5,N,0.1,AGREEMENT,0,21,0
187714,"Boss gave me the day off and I told NO ONE. I really needed the day to myself. used the massage certificate i've had for 2 years, had a free lunch, shopping , haircut. ME time. should of been with kids but i needed it",boss gave day told needed day massage certificate ve years free lunch shopping haircut time kids needed ,1,today didn told wanted made,0.7,P+,0.1,AGREEMENT,20,1,15
187713,I'm buying the Fifty Shades trilogy. Right now. Because I deserve that today. Go me.,buying fifty shades trilogy deserve today ,1,today didn told wanted made,0.8,P+,0,AGREEMENT,5,5,3
157734,With the lights on its harder to pretend he's George Clooney... Just saying,lights harder pretend george clooney ,1,today didn told wanted made,N,N,N,N,4,1,0
157732,"i want to be a blogger,write all day about my kids, i can do that!! wish i could spell and use propper grammer.",blogger write day kids spell propper grammer ,1,today didn told wanted made,N,N,N,N,1,11,7
235316,I always wonder what it would be like to be happy,happy ,1,today didn told wanted made,N,N,N,N,1,11,7
151194,I'm having an affair.....with SM. DH has no idea about this site and I'm addicted.,affair sm dh idea site addicted ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,0,32,11
37385,"had conversation with my sister, yes, i am the one who called social services because you let your ex hit your son, my nephew. most difficult conversation of my life.",conversation sister called social services hit son nephew difficult conversation life ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,34,3,0
55876,I just found a new blog and am relentlessly stalking...I mean reading...every post I can. The woman that writes it - almost exactly like me. Is this my blog from another life? Do you think she would be my bloggie bestie?,found blog relentlessly stalking reading post woman writes blog life bloggie bestie ,1,today didn told wanted made,N,N,N,N,52,1,15
38606,"Today is husbands bday. For mine last month, he realized he forgot, then pointed to a Mothers Day card my son made at daycare and said ""Happy Birthday."" Our son is no longer in daycare, so I guess he won't even get that.",today husbands bday mine month realized forgot pointed mothers day card son made daycare happy birthday son longer daycare guess won ,1,today didn told wanted made,N,N,N,N,4,2,20
194505,"Finally got the sick kids down for their naps and was trying to decided whether I should have some ""me time"" on SM or get some housework done. You can probably guess how that went down.",finally sick kids naps decided time sm housework guess ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,0,11,0
83381,My son is driving me crazy right now!,son driving crazy ,1,today didn told wanted made,N,N,N,N,0,2,1
168951,"Today is my birthday, not one person i think this house said happy birthday. Lots of best wishes on FB. People I don't really even know. Well better than nothing. At least my house is quiet and everyone is at school. :-)",today birthday person house happy birthday lots wishes fb people don house quiet school ,1,today didn told wanted made,0.7,P+,0.11,AGREEMENT,5,1,0
233179,My daughter stole my toast today and had a severe reaction to PB I didn't have anything to help her had to take her to the doctor what happened if she couldn't breathe she could have died i'm crying just thinking about it,daughter stole toast today severe reaction pb didn doctor happened couldn breathe died crying thinking ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,5,0,9
233170,My mil makes me crazy. Tell her we're expecting and she says 'are you sure? Did you take a test or is your period just late?' I'm an adult...would we be announcing it of we weren't sure?,mil makes crazy expecting test period late adult announcing weren ,1,today didn told wanted made,N,N,N,N,4,0,3
65298,"I kept pics and ""sensitive info"" on my computer because I wanted to get caught.",pics sensitive info computer wanted caught ,1,today didn told wanted made,0.6,P,0,AGREEMENT,1,9,9
173340,I feel relieved when I am drunk.,feel relieved drunk ,1,today didn told wanted made,0.6,P,0,AGREEMENT,10,2,0
133876,I just ordered my first vibrator online....I am so flipping excited that I paid extra for 2 day shipping so it would come when dh is at work ;),ordered vibrator online flipping excited paid extra day shipping dh work ,1,today didn told wanted made,N,N,N,N,10,0,0
273665,"I'm so jealous of all these mom blogs showing off their perfectly decorate homes. If I had more than $12 in my bank account, I'd have a beautiful home too. But alas, I'm selling anything for cash. Dining table, pots...",jealous mom blogs showing perfectly decorate homes bank account beautiful home alas selling cash dining table pots ,1,today didn told wanted made,N,N,N,N,10,0,0
287513,"DH mentioned that he was glad my celeb crush lived far away, because otherwise he was sure that I'd have an affair. I denied it completely. It is completely true.",dh mentioned glad celeb crush lived affair denied completely completely true ,1,today didn told wanted made,0.3,P,0.6,DISAGREEMENT,10,0,0
287516,"i watch a seriously evil kid for cash so i can get my ADHD meds, win win i guess....",watch evil kid cash adhd meds win win guess ,1,today didn told wanted made,0.6,P,0,AGREEMENT,10,0,0
244502,"DF came upstairs and asked if I had GAP coverage on my car. He moved our cars so mine's under a tree. Well, that's one way to get out from under the upside-down loan! C'mon, Sandy!",df upstairs asked gap coverage car moved cars mine tree upside loan mon sandy ,1,today didn told wanted made,0,NEU,0.6,DISAGREEMENT,10,0,0
95727,"I cannot stop staring at the lady ahead of me in line right now. She has on white yoga pants that show every lump and dimple in her ass and thighs. Sadly, I can tell she thinks she's hot stuff. Poor, misguided lady.",stop staring lady ahead line white yoga pants show lump dimple ass thighs sadly thinks hot stuff poor misguided lady ,1,today didn told wanted made,-0.4,N,0.62,DISAGREEMENT,11,0,1
248163,In college. Coming home drunk from a bar a brought a random guy back to my dorm room. I told him I just wanted to make out and have fun. He raped me. I know his face. Seen him twice since. I just pretend it never happened.,college coming home drunk bar brought random guy back dorm room told wanted make fun raped face pretend happened ,1,today didn told wanted made,N,N,N,N,11,0,1
248169,"My work had a survey and I gave a scathing response. They wanted to know gender, age, etc., and I lied...which prolly singles me out more. I go on maternity LOA tomorrow & I think I just burned my bridges after 10 yrs. d'oh",work survey gave scathing response wanted gender age lied prolly singles maternity loa tomorrow burned bridges yrs ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,11,0,1
140463,"Seriously DH, I'm glad that you are home today, but you can't even pick up your freaking apple core from the table and throw it away??? You don't even realize you do it... it must be AMAZING to have a personal maid!!!",dh glad home today pick freaking apple core table throw don realize amazing personal maid ,1,today didn told wanted made,-0.1,NEU,0.7,DISAGREEMENT,0,7,1
140469,yup i spent the day at the spa i went for a pedi. husband called and got me a facial too. then lo and behold an eddible arrangement all for me with a teddy bear and a card that says i deserve it. yes sir he gets it,yup spent day spa pedi husband called facial lo behold eddible arrangement teddy bear card deserve sir ,1,today didn told wanted made,0.67,P+,0.09,AGREEMENT,5,5,1
176437,My kindle ran out of battery and shut down on me in the middle of a paragraph. A book would never abandon me like that. Stupid technology (that I'm addicted to)!,kindle ran battery shut middle paragraph book abandon stupid technology addicted ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,10,0,0
118562,Google searched stillborn under images with intent on checking out the contraversial duggar photos... Ended up at like 10 diff pages reading the tragic stories and bawling.,google searched stillborn images intent checking contraversial duggar photos ended diff pages reading tragic stories bawling ,1,today didn told wanted made,0,NEU,0.6,DISAGREEMENT,18,5,0
110755,"Dear Jill, plz do a post on IVF. It would seriously inform the confessional!!! I love all of you crazy women. Thanks for the giggles!!!",dear jill plz post ivf inform confessional love crazy women giggles ,1,today didn told wanted made,0.7,P+,0.1,AGREEMENT,8,3,1
282482,I let my 5yo and 2.5yo watch The Nightmare Before Christmas so much that they're singing all the songs and reciting lines. Big time mommy fail:(,yo yo watch nightmare christmas singing songs reciting lines big time mommy fail ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,8,3,1
97390,"So glad DH is an IT guy, but it's a bit embarrassing when I can't figure out how to find something for WEEKS & he walks up, pushes 3 buttons and POOF! There it is! Trying to regain some dignity here.......",glad dh guy bit embarrassing figure find weeks walks pushes buttons poof regain dignity ,1,today didn told wanted made,-0.1,NEU,0.8,DISAGREEMENT,14,1,1
97395,Friday was my birthday and bf spent $160 on a fucking scope for deer season! WTF then saturday we were supposed to have friends over to celebrate and no one fucking showed up I wanted to cry but told bf I was ok with it,friday birthday bf spent fucking scope deer season wtf saturday supposed friends celebrate fucking showed wanted cry told bf ,1,today didn told wanted made,-0.03,NEU,0.81,DISAGREEMENT,21,19,4
82820,"On politics: Meet the new boss, same as the old boss. That's why I don't bother dragging 3 kids to go vote.",politics meet boss boss don bother dragging kids vote ,1,today didn told wanted made,0.6,P,0,AGREEMENT,20,0,1
191376,I came home from docs yesterday to find my hub walking our dd in a stroller through our development. I drove up really fast thinking something was wrong. I asked if the house was on fire. He said no. What's he want then?,home docs yesterday find hub walking dd stroller development drove fast thinking wrong asked house fire ,1,today didn told wanted made,N,N,N,N,7,2,0
50204,"I get faintly annoyed at people who say they hate reading about stuff LOL Are you at gunpoint? Does your scroll bar not work? I guess my mental health is not dependent on other people's thoughts, so I let it roll.",faintly annoyed people hate reading stuff lol gunpoint scroll bar work guess mental health dependent people thoughts roll ,1,today didn told wanted made,N,N,N,N,0,24,11
26562,Told my husband today that we will not have sex again until he initiates it....guess that'll be the same day hell freezes over.,told husband today sex initiates guess ll day hell freezes ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,50,3,61
190422,I do butt crunches while reading SM confessions,butt crunches reading sm confessions ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,0,1,6
211240,Just called the police to report DH XW harassing me for the millionth time. They sent a super hot girl cop. Winning!,called police report dh xw harassing millionth time super hot girl cop winning ,1,today didn told wanted made,N,N,N,N,5,0,1
211241,"4 months clean and sober. I still can't believe I've done it. It's weird to actually have ""feelings"" and ""emotions"" again. I have to thank my boys for keeping me straight. Love you C&C!!",months clean sober ve weird feelings emotions boys keeping straight love ,1,today didn told wanted made,0.7,P+,0.1,AGREEMENT,10,2,1
211243,My SIL gave us 2 Leapsters. My boys keep fighting over who gets which one so I just took them out of the house & threw them in the van. I wanted to throw them into traffic but refrained! This is fucking rediculous!,sil gave leapsters boys fighting house threw van wanted throw traffic refrained fucking rediculous ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,0,7,10
90622,"in the time it took me to scroll down to the bottom of the page, i forgot my confession",time scroll bottom page forgot confession ,1,today didn told wanted made,N,N,N,N,5,3,9
90624,you can't say it back because you are the adult :( hugs to you though.,back adult hugs ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,13,1,1
192480,I really didn't like being a mom today. I wish it were morning.,didn mom today morning ,1,today didn told wanted made,0.6,P,0,AGREEMENT,2,7,5
192481,"DF is going to be SOOOOO pissed at me tomorrow. He's already pissed about Xmas & BDay presents I got him, and I'm going over board again tomorrow. Oh well, I know I'll get repaid when he can. Survey sites to pay off.",df sooooo pissed tomorrow pissed xmas bday presents board tomorrow ll repaid survey sites pay ,1,today didn told wanted made,-0.1,NEU,0.8,DISAGREEMENT,18,1,18
48013,"Feeling sick, heartbroken, and helpless for my 3&4 year old nieces. Picked them up to take to park and they were dirty & stinky. Sister is a drug addict",feeling sick heartbroken helpless year nieces picked park dirty stinky sister drug addict ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,29,4,1
109428,Daughter slept until 8am! RING THE FUCKING PRESS!,daughter slept ring fucking press ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,0,37,1
109427,"Bully mom - if you can check the message board, I started a topic for you there in react to confessions. There are lots of SM with great advice and understanding on the MB!",bully mom check message board started topic react confessions lots sm great advice understanding mb ,1,today didn told wanted made,N,N,N,N,5,0,19
109420,"Yes I understand that kids didn't have allergies ""back in the day"". WTH do you want me to say to that? I never wanted to watch my sons throat close up and I don't understand it.. just be grateful it's not your kids!",understand kids didn allergies back day wth wanted watch sons throat close don understand grateful kids ,1,today didn told wanted made,N,N,N,N,12,8,2
194423,While cleaning found the notes Dh and his whore wrote 3 yrs ago. I am keeping them for the divorce but OMG does it hurt when I read them. He chose me but I live with the fear that it will end at any moment.,cleaning found notes dh whore wrote yrs ago keeping divorce omg hurt read chose live fear end moment ,1,today didn told wanted made,-0.6,N,0.59,DISAGREEMENT,5,1,17
105881,OMG y'all. OMG OMG OMG. Ordered a gemstone parcel years ago. Xh walked out shortly after. Just found them and looked through. There's a 1.5 ct yellow marquise cut DIAMOND in there! Worth several thousand dollars! OMFG!,omg omg omg omg ordered gemstone parcel years ago xh walked shortly found looked ct yellow marquise cut diamond worth thousand dollars omfg ,1,today didn told wanted made,N,N,N,N,24,7,2
105889,"Snuck away to have some alone time lol found my vibrator with no batteries and a note that said 'Stop it!' OMFG I don't recognise the handwriting, it could be either my prudish husband or nosy teenagers! Waaaaah!",snuck time lol found vibrator batteries note stop omfg don recognise handwriting prudish husband nosy teenagers waaaaah ,1,today didn told wanted made,-0.2,NEU,0.5,DISAGREEMENT,11,3,3
293957,OMG I want to sell my daughter. She is driving me out of my fricking fracking mind!,omg sell daughter driving fricking fracking mind ,1,today didn told wanted made,N,N,N,N,11,3,3
23697,There was an article in the paper this morning about a doctor who murdered his two kids and what their final moments were like. I really wish I hadn't read it.,article paper morning doctor murdered kids final moments hadn read ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,1,19,0
79602,if i spent 17 hours in labor i better get at least chipotle! damn lol,spent hours labor chipotle damn lol ,1,today didn told wanted made,N,N,N,N,3,5,0
223629,Just want a do over button for life,button life ,1,today didn told wanted made,N,N,N,N,12,3,12
84750,"I'm so fricken horny, I'm considering spending my next pay check on a male hooker. Gotta get some, somewhere!",fricken horny spending pay check male hooker gotta ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,1,5,12
84753,DH didn't wake me up twice in two weeks for our sex dates! I was crushed & upset! But now these other confessions let me know my husband isn't the only slacker! ;),dh didn wake weeks sex dates crushed upset confessions husband isn slacker ,1,today didn told wanted made,0,NEU,0.6,DISAGREEMENT,3,12,3
84754,"I lost my job today. Hubby came home from work, hugged me and told me I have nothing to be ashamed of. Gave me a kiss, asked me to smile and told me he'll work Saturday so we'll be just fine-not to worry. I love him.",lost job today hubby home work hugged told ashamed gave kiss asked smile told ll work saturday ll fine worry love ,1,today didn told wanted made,0.47,P,0.55,DISAGREEMENT,1,13,31
93764,"SM is just like Fight Club...the first rule of SM, don't talk about SM!",sm fight club rule sm don talk sm ,1,today didn told wanted made,N,N,N,N,1,19,2
147023,"I am shopping for my job, given $ to buy decorating stuff and standing in checkout line while on the clock! Surreal!",shopping job buy decorating stuff standing checkout line clock surreal ,1,today didn told wanted made,N,N,N,N,2,0,4
272479,My DH is a total asshole and control freak about stuff and he IS ruining our marriage.,dh total asshole control freak stuff ruining marriage ,1,today didn told wanted made,-0.8,N+,0.2,AGREEMENT,2,0,4
170516,I keep my junk food stash next to my pistol ...it sends a message to the kids,junk food stash pistol sends message kids ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,0,3,0
141841,Reading the local news app depresses me every single day. People are sickos! But I can't stop reading the stories! Need to delete the app,reading local news app depresses single day people sickos stop reading stories delete app ,1,today didn told wanted made,-0.8,N+,0,AGREEMENT,4,8,14
241722,I get away with so much in my marriage. Sometimes I feel like a brat. I wonder what my husband would say on a Scary Daddy confessional??,marriage feel brat husband scary daddy confessional ,1,today didn told wanted made,N,N,N,N,4,8,14
23825,"I almost swerved off the road because I got too into the music in my car. That would be an embarrassing way to die. Jamming out to the solo of Freebird, lol. ""WHAMWUHWUHWUHWUHW!"" -Crashes into trees- :( Need 2 pay attn..",swerved road music car embarrassing die jamming solo freebird lol whamwuhwuhwuhwuhw crashes trees pay attn ,1,today didn told wanted made,-0.6,N,0,AGREEMENT,28,1,0
189031,Dhs x is blowing up the phones! I guess she found out we're going to court! :-),dhs blowing phones guess found court ,1,today didn told wanted made,N,N,N,N,5,0,5
90390,"I hate when I go to read a blog and it says something like ""I need to make this brief""....then it's long as fuck.",hate read blog make long fuck ,1,today didn told wanted made,N,N,N,N,0,14,4
44711,"how is it that I, my mother's least favorite daughter, am the only one who remembered her birthday?",mother favorite daughter remembered birthday ,1,today didn told wanted made,0.4,P,0,AGREEMENT,41,1,4
